20151127_120128,pasta_zafferano_e_piselli,1300   486  2150   486  2150  1295  1300  1295
20151127_120128,cotoletta,534  1206  1269  1206  1269  1732   534  1732
20151127_120156,pane,1210  1286  1817  1286  1817  1939  1210  1939
20151127_120156,cotoletta,669   732  1234   732  1234  1323   669  1323
20151127_120156,patate/pure,45   741   721   741   721  1413    45  1413
20151127_120156,pizzoccheri,1595   595  2756   595  2756  1410  1595  1410
20151127_120208,pizzoccheri,534   863  1493   863  1493  1613   534  1613
20151127_120446,pasta_mare_e_monti,934   902  1895   902  1895  1873   934  1873
20151127_120643,pane,2008   404  2713   404  2713   915  2008   915
20151127_120643,pizzoccheri,1502  1104  2500  1104  2500  1984  1502  1984
20151127_120643,arrosto,634   602  1193   602  1193  1371   634  1371
20151127_120643,patate/pure,271   539   708   539   708  1408   271  1408
20151127_120723,pane,1810  1002  2382  1002  2382  1656  1810  1656
20151127_120723,pizzoccheri,560   863  1480   863  1480  1876   560  1876
20151127_120723,patatine_fritte,1706   280  2771   280  2771  1010  1706  1010
20151127_120755,pizza,871   210  2334   210  2334  1806   871  1806
20151127_120831,pizza,621   621  2628   621  2628  1976   621  1976
20151127_121137,pizzoccheri,873   413  1582   413  1582  1328   873  1328
20151127_121137,fagiolini,1936   669  2841   669  2841  1586  1936  1586
20151127_121213,pane,2180   226  2678   226  2678   789  2180   789
20151127_121213,mandarini,2519  1204  2843  1204  2843  1521  2519  1521
20151127_121213,fagiolini,1380   634  2065   634  2065  1717  1380  1717
20151127_121213,torta_salata_spinaci_e_ricotta,1704   776  2384   776  2384  1482  1704  1482
20151127_121213,pasta_zafferano_e_piselli,373   402  1278   402  1278  1158   373  1158
20151127_121213,mandarini,2520  1554  2869  1554  2869  1882  2520  1882
20151127_121240,pane,352  365  878  365  878  808  352  808
20151127_121240,pasta_zafferano_e_piselli,1695   660  2695   660  2695  1471  1695  1471
20151127_121240,patate/pure,502  1391  1178  1391  1178  2182   502  2182
20151127_121240,scaloppine,904  1215  1473  1215  1473  1976   904  1976
20151127_121306,pane,1652   623  2141   623  2141  1036  1652  1036
20151127_121306,pizzoccheri,889   978  1539   978  1539  1828   889  1828
20151127_121306,mandarini,2067  1043  2352  1043  2352  1319  2067  1319
20151127_121306,mandarini,2280  1204  2573  1204  2573  1493  2280  1493
20151127_121306,mandarini,2010  1315  2306  1315  2306  1608  2010  1608
20151127_121406,insalata_2_(uova_mais),1017   795  1951   795  1951  1679  1017  1679
20151127_121434,yogurt,1852   210  2339   210  2339   682  1852   682
20151127_121434,spinaci,1867  1321  2700  1321  2700  1880  1867  1880
20151127_121434,arrosto,1976   773  2804   773  2804  1534  1976  1534
20151127_121434,pasta_zafferano_e_piselli,526   719  1447   719  1447  1623   526  1623
20151127_121517,pane,0  328  526  328  526  893    0  893
20151127_121517,patate/pure,741  1617  1378  1617  1378  1967   741  1967
20151127_121517,torta_salata_spinaci_e_ricotta,610   982  1391   982  1391  1645   610  1645
20151127_121517,pasta_zafferano_e_piselli,1726   356  2967   356  2967  1328  1726  1328
20151127_121517,budino,607   253  1054   253  1054   702   607   702
20151127_121530,insalata_mista,182   356  1237   356  1237  1079   182  1079
20151127_121530,patate/pure,1603  1200  2187  1200  2187  1967  1603  1967
20151127_121530,scaloppine,1292   800  2089   800  2089  1582  1292  1582
20151127_121548,fagiolini,100  1103  1071  1103  1071  1956   100  1956
20151127_121548,scaloppine,701  1050  1334  1050  1334  1885   701  1885
20151127_121548,pasta_zafferano_e_piselli,1582   742  2518   742  2518  1614  1582  1614
20151127_121548,yogurt,2657   217  3216   217  3216   720  2657   720
20151127_121613,pane,2476   760  3056   760  3056  1306  2476  1306
20151127_121613,spinaci,1663  1441  2304  1441  2304  1976  1663  1976
20151127_121613,scaloppine,1591  1026  2489  1026  2489  1639  1591  1639
20151127_121613,pasta_mare_e_monti,328   550  1152   550  1152  1373   328  1373
20151127_121613,mandarini,2285   560  2595   560  2595   846  2285   846
20151127_121613,mandarini,2759   464  3101   464  3101   751  2759   751
20151127_121649,pizza,730   515  1776   515  1776  2130   730  2130
20151127_121649,patate/pure,2100   532  2750   532  2750  1141  2100  1141
20151127_121831,pasta_mare_e_monti,420   578  1157   578  1157  1350   420  1350
20151127_121831,pane,2354   360  2906   360  2906   892  2354   892
20151127_121831,pesce_(filetto),1478  1050  2206  1050  2206  1750  1478  1750
20151127_121831,spinaci,1481  1443  2075  1443  2075  2062  1481  2062
20151127_121903,pasta_mare_e_monti,1847   589  2795   589  2795  1510  1847  1510
20151127_121906,pasta_mare_e_monti,1315   462  2096   462  2096  1243  1315  1243
20151127_121906,scaloppine,365   850  1178   850  1178  1537   365  1537
20151127_121906,patate/pure,435  1301   953  1301   953  1754   435  1754
20151127_121953,pasta_sugo,1630   928  2730   928  2730  1928  1630  1928
20151127_121953,pesce_(filetto),734   758  1367   758  1367  1634   734  1634
20151127_121953,fagiolini,176   715   863   715   863  1417   176  1417
20151127_121953,spinaci,343  1260   986  1260   986  1804   343  1804
20151127_122010,pasta_sugo,443   506  1376   506  1376  1426   443  1426
20151127_122010,scaloppine,1825   600  2585   600  2585  1306  1825  1306
20151127_122010,patate/pure,1846   979  2482   979  2482  1504  1846  1504
20151127_122019,pasta_zafferano_e_piselli,1306   879  2206   879  2206  1829  1306  1829
20151127_122032,pane,1981   481  2606   481  2606  1107  1981  1107
20151127_122032,scaloppine,1156  1107  2082  1107  2082  1887  1156  1887
20151127_122032,yogurt,2752   141  3260   141  3260   613  2752   613
20151127_122131,pane,2076  1362  2704  1362  2704  1914  2076  1914
20151127_122131,pizzoccheri,1506   432  2531   432  2531  1257  1506  1257
20151127_122131,spinaci,325   403  1075   403  1075  1178   325  1178
20151127_122131,scaloppine,271   806  1185   806  1185  1356   271  1356
20151127_122131,mandarini,1265  1403  1533  1403  1533  1678  1265  1678
20151127_122233,riso_sugo,1254   762  2104   762  2104  1687  1254  1687
20151127_122242,pizza,6   663  1460   663  1460  1954     6  1954
20151127_122242,budino,1508   263  1986   263  1986   710  1508   710
20151127_122242,patatine_fritte,1756  1450  2656  1450  2656  2121  1756  2121
20151127_122428,pasta_zafferano_e_piselli,867   706  1639   706  1639  1556   867  1556
20151127_122428,spinaci,1790   689  2531   689  2531  1164  1790  1164
20151127_122428,scaloppine,2100   537  2765   537  2765  1276  2100  1276
20151127_122428,mandarini,647  369  921  369  921  630  647  630
20151127_122446,torta_cioccolato_e_pere,356  608  913  608  913  947  356  947
20151127_122446,pizza,932   652  2323   652  2323  2052   932  2052
20151127_122522,pizzoccheri,1568   895  2504   895  2504  1862  1568  1862
20151127_122522,patate/pure,365   481  1300   481  1300  1282   365  1282
20151127_122532,torta_salata_spinaci_e_ricotta,1935   889  2934   889  2934  1909  1935  1909
20151127_122532,pizzoccheri,606   795  1806   795  1806  1635   606  1635
20151127_122553,mandarini,2678   784  3008   784  3008  1069  2678  1069
20151127_122553,torta_salata_spinaci_e_ricotta,823   467  1506   467  1506  1367   823  1367
20151127_122553,spinaci,310   665   950   665   950  1367   310  1367
20151127_122553,pizzoccheri,1910  1067  2860  1067  2860  2008  1910  2008
20151127_122553,mandarini,2753   511  3076   511  3076   798  2753   798
20151127_122558,mandarini,2736   241  3045   241  3045   530  2736   530
20151127_122558,pasta_mare_e_monti,215   536  1265   536  1265  1500   215  1500
20151127_122558,torta_salata_spinaci_e_ricotta,1928   982  2652   982  2652  1719  1928  1719
20151127_122558,patate/pure,1643  1082  2089  1082  2089  1771  1643  1771
20151127_122558,mandarini,2694   526  3002   526  3002   817  2694   817
20151127_122651,pasta_zafferano_e_piselli,1217   676  2169   676  2169  1658  1217  1658
20151127_122715,pane,640   248  1287   248  1287   689   640   689
20151127_122715,minestra,1785   315  2926   315  2926  1432  1785  1432
20151127_122715,fagiolini,778  1462  1478  1462  1478  2145   778  2145
20151127_122715,patate/pure,554  1300  1087  1300  1087  1975   554  1975
20151127_122715,arrosto,667  1007  1537  1007  1537  1717   667  1717
20151127_122910,pasta_bianco,1150   785  2332   785  2332  1618  1150  1618
20151127_123116,pane,26  376  541  376  541  865   26  865
20151127_123116,pizza,43   765  1817   765  1817  2119    43  2119
20151127_123116,pizzoccheri,1865  1063  2810  1063  2810  2021  1865  2021
20151127_123116,budino,1023   158  1463   158  1463   586  1023   586
20151127_123200,mandarini,404  317  717  317  717  596  404  596
20151127_123200,spinaci,570  1000  1307  1000  1307  1632   570  1632
20151127_123200,patate/pure,626  1312  1157  1312  1157  1834   626  1834
20151127_123200,scaloppine,939  1112  1514  1112  1514  1903   939  1903
20151127_123200,mandarini,629  642  931  642  931  935  629  935
20151127_123200,pasta_zafferano_e_piselli,1876   603  2684   603  2684  1512  1876  1512
20151127_123320,mele,296  539  831  539  831  935  296  935
20151127_123320,spinaci,612  1432  1356  1432  1356  2075   612  2075
20151127_123320,torta_salata_spinaci_e_ricotta,575  1046  1359  1046  1359  1787   575  1787
20151127_123320,pasta_zafferano_e_piselli,1487   490  2362   490  2362  1276  1487  1276
20151127_123331,patate/pure,575  1087  1037  1087  1037  1662   575  1662
20151127_123331,scaloppine,795   951  1350   951  1350  1740   795  1740
20151127_123331,pasta_zafferano_e_piselli,1734   775  2517   775  2517  1514  1734  1514
20151127_123331,yogurt,325  346  778  346  778  763  325  763
20151127_123347,pasta_zafferano_e_piselli,729   862  1618   862  1618  1731   729  1731
20151127_123415,pane,1542   375  2006   375  2006   850  1542   850
20151127_123415,minestra,495   889  1425   889  1425  1775   495  1775
20151127_123415,scaloppine,1984   867  2650   867  2650  1375  1984  1375
20151127_123415,fagiolini,1965  1245  2703  1245  2703  2042  1965  2042
20151127_123415,yogurt,257  287  726  287  726  703  257  703
20151127_123434,mele,210  345  658  345  658  726  210  726
20151127_123434,spinaci,2067  1463  2789  1463  2789  2189  2067  2189
20151127_123434,pasta_zafferano_e_piselli,1954   378  2950   378  2950  1265  1954  1265
20151127_123434,pizza,208   606  1797   606  1797  1921   208  1921
20151127_123447,arancia,2408   256  2836   256  2836   691  2408   691
20151127_123447,pasta_mare_e_monti,1623   834  2513   834  2513  1756  1623  1756
20151127_123447,scaloppine,478   850  1430   850  1430  1458   478  1458
20151127_123447,patate/pure,673  1226  1363  1226  1363  1745   673  1745
20151127_123652,pizzoccheri,228   315  1278   315  1278  1168   228  1168
20151127_123652,spinaci,2223   423  2967   423  2967  1173  2223  1173
20151127_123652,pizza,628   865  2469   865  2469  2119   628  2119
20151127_123752,spinaci,856  1225  1571  1225  1571  1826   856  1826
20151127_123752,arrosto,803   895  1742   895  1742  1582   803  1582
20151127_123952,pane,26   765   625   765   625  1179    26  1179
20151127_123952,mandarini,192  497  493  497  493  781  192  781
20151127_123952,mandarini,435  612  740  612  740  882  435  882
20151127_123952,pizzoccheri,968   379  1895   379  1895  1400   968  1400
20151127_123952,patate/pure,1828  1275  2378  1275  2378  2039  1828  2039
20151127_123952,torta_salata_spinaci_e_ricotta,2082  1315  2878  1315  2878  2195  2082  2195
20151127_124050,pane,1239   520  1643   520  1643   950  1239   950
20151127_124050,pane,852   834  1328   834  1328  1253   852  1253
20151127_124050,scaloppine,1445  1050  2240  1050  2240  1582  1445  1582
20151127_124050,fagiolini,1365  1371  2176  1371  2176  1973  1365  1973
20151127_124120,insalata_mista,1928   293  2828   293  2828  1269  1928  1269
20151127_124120,pizza,378   858  2139   858  2139  2293   378  2293
20151127_124155,pane,1284   128  1878   128  1878   682  1284   682
20151127_124155,arancia,75  157  564  157  564  617   75  617
20151127_124155,pizza,328   475  1750   475  1750  2442   328  2442
20151127_124259,yogurt,2302   521  2791   521  2791  1000  2302  1000
20151127_124259,pasta_mare_e_monti,413   426  1280   426  1280  1313   413  1313
20151127_124259,scaloppine,1960  1167  2589  1167  2589  1978  1960  1978
20151127_124259,fagiolini,1593  1080  2419  1080  2419  2063  1593  2063
20151127_124319,pasta_mare_e_monti,1645  1169  2565  1169  2565  2204  1645  2204
20151127_124319,arrosto,630   610  1369   610  1369  1350   630  1350
20151127_124319,spinaci,500   971  1286   971  1286  1602   500  1602
20151127_124319,yogurt,1949   382  2362   382  2362   822  1949   822
20151127_124336,pizzoccheri,893   839  1929   839  1929  1687   893  1687
20151127_124421,budino,180   582   669   582   669  1035   180  1035
20151127_124421,pane,678  1280  1185  1280  1185  1876   678  1876
20151127_124421,scaloppine,1151   607  2108   607  2108  1363  1151  1363
20151127_124421,patate/pure,1542   985  2125   985  2125  1619  1542  1619
20151127_124616,pizza,475   292  1764   292  1764  2103   475  2103
20151127_124702,mandarini,140  386  457  386  457  676  140  676
20151127_124702,mandarini,1021   366  1326   366  1326   659  1021   659
20151127_124702,mandarini,212   854   519   854   519  1144   212  1144
20151127_124702,patate/pure,610  1475  1440  1475  1440  1926   610  1926
20151127_124702,torta_salata_spinaci_e_ricotta,740   932  1535   932  1535  1679   740  1679
20151127_124702,pane,1704   559  2228   559  2228  1040  1704  1040
20151127_124702,pane,2220   584  2700   584  2700   985  2220   985
20151127_124702,pasta_bianco,1814  1042  2865  1042  2865  2114  1814  2114
20151127_124710,pizza,313   456  1871   456  1871  1752   313  1752
20151127_124710,patatine_fritte,1780   423  2717   423  2717  1256  1780  1256
20151127_124803,pasta_zafferano_e_piselli,300   925  1326   925  1326  1859   300  1859
20151127_124803,scaloppine,1868   876  2764   876  2764  1798  1868  1798
20151127_124900,pasta_mare_e_monti,400  1059  1403  1059  1403  2031   400  2031
20151127_124900,yogurt,2321   279  2843   279  2843   775  2321   775
20151127_124900,arrosto,1976   901  2764   901  2764  1612  1976  1612
20151127_124900,patate/pure,1792  1156  2598  1156  2598  1829  1792  1829
20151127_124936,pane,1982   300  2553   300  2553   875  1982   875
20151127_124936,pizzoccheri,1185   981  2037   981  2037  2006  1185  2006
20151127_125009,arrosto,675  1007  1600  1007  1600  1937   675  1937
20151127_125050,arancia,410  1595   904  1595   904  2056   410  2056
20151127_125050,pasta_mare_e_monti,1936   615  2976   615  2976  1428  1936  1428
20151127_125050,scaloppine,945   300  1763   300  1763  1002   945  1002
20151127_125050,spinaci,717   569  1543   569  1543  1215   717  1215
20151127_125103,pane,1400  1406  1935  1406  1935  1860  1400  1860
20151127_125103,arancia,217  1725   593  1725   593  2101   217  2101
20151127_125103,mandarini,1385  1117  1653  1117  1653  1365  1385  1365
20151127_125103,insalata_mista,1378   351  2320   351  2320  1304  1378  1304
20151127_125158,mandarini,629  659  900  659  900  908  629  908
20151127_125158,mandarini,504  1008   779  1008   779  1265   504  1265
20151127_125158,mandarini,742   853  1044   853  1044  1162   742  1162
20151127_125158,yogurt,2173   651  2578   651  2578  1043  2173  1043
20151127_125158,arrosto,1167  1122  1914  1122  1914  1808  1167  1808
20151127_125158,patate/pure,1111  1472  1656  1472  1656  2024  1111  2024
20151127_125347,riso_bianco,637   860  1517   860  1517  1768   637  1768
20151127_125347,patate/pure,2142  1006  2768  1006  2768  1590  2142  1590
20151127_125347,spinaci,2309  1126  2960  1126  2960  1885  2309  1885
20151127_125457,pane,1606   392  2282   392  2282   875  1606   875
20151127_125457,pizzoccheri,1275   856  2160   856  2160  1942  1275  1942
20151127_125520,mandarini,2265   524  2557   524  2557   809  2265   809
20151127_125520,mandarini,2554   541  2825   541  2825   783  2554   783
20151127_125520,mele,2343   737  2790   737  2790  1179  2343  1179
20151127_125520,insalata_mista,2193  1407  2912  1407  2912  2173  2193  2173
20151127_125520,pasta_zafferano_e_piselli,885   842  1732   842  1732  1770   885  1770
20151127_125646,pane,858   460  1293   460  1293   963   858   963
20151127_125646,pizza,1150   915  2808   915  2808  2286  1150  2286
20151127_125714,pane,1458  1603  1996  1603  1996  2112  1458  2112
20151127_125714,budino,2485  1509  3009  1509  3009  2028  2485  2028
20151127_125714,pizzoccheri,1617   528  2442   528  2442  1296  1617  1296
20151127_125714,rosbeef,650   479  1285   479  1285  1429   650  1429
20151127_125714,carote,106   587  1004   587  1004  1482   106  1482
20151127_125725,pane,2282  1055  2795  1055  2795  1521  2282  1521
20151127_125725,patate/pure,1135  1100  1827  1100  1827  1544  1135  1544
20151127_125725,arrosto,1079   737  1931   737  1931  1313  1079  1313
20151127_125751,mandarini,2200   202  2522   202  2522   530  2200   530
20151127_125751,mandarini,2476   364  2792   364  2792   675  2476   675
20151127_125751,pasta_zafferano_e_piselli,1859   951  2776   951  2776  1914  1859  1914
20151127_125751,patate/pure,401  1145  1092  1145  1092  1685   401  1685
20151127_125751,torta_salata_spinaci_e_ricotta,564   539  1509   539  1509  1468   564  1468
20151127_125814,torta_cioccolato_e_pere,146   443   801   443   801  1048   146  1048
20151127_125814,pizzoccheri,1837   495  2681   495  2681  1604  1837  1604
20151127_125814,carote,775  1579  1678  1579  1678  2259   775  2259
20151127_125814,torta_salata_spinaci_e_ricotta,801  1084  1828  1084  1828  1950   801  1950
20151127_125829,pane,2070   510  2551   510  2551  1065  2070  1065
20151127_125829,patate/pure,1770  1575  2364  1575  2364  2014  1770  2014
20151127_125829,torta_salata_spinaci_e_ricotta,2140  1207  2818  1207  2818  1956  2140  1956
20151127_125829,pizzoccheri,678   396  1475   396  1475  1392   678  1392
20151127_125858,mandarini,1576   828  1848   828  1848  1086  1576  1086
20151127_125858,mandarini,1938   734  2193   734  2193  1006  1938  1006
20151127_125858,mandarini,1798   964  2076   964  2076  1228  1798  1228
20151127_125858,pane,1130  1582  1702  1582  1702  2032  1130  2032
20151127_125858,pane,637  1764  1201  1764  1201  2226   637  2226
20151127_125858,pizzoccheri,307   626  1378   626  1378  1473   307  1473
20151127_125858,patate/pure,2015  1471  2530  1471  2530  2140  2015  2140
20151127_125858,arrosto,2274  1298  2982  1298  2982  2057  2274  2057
20151127_125955,pane,619   359  1176   359  1176   841   619   841
20151127_125955,mandarini,1339   112  1650   112  1650   424  1339   424
20151127_125955,mandarini,1622   187  1895   187  1895   491  1622   491
20151127_125955,mandarini,1765   397  2076   397  2076   734  1765   734
20151127_125955,mandarini,1542   617  1836   617  1836   909  1542   909
20151127_125955,mandarini,1323   410  1632   410  1632   715  1323   715
20151127_125955,carote,542  1237  1526  1237  1526  2084   542  2084
20151127_125955,riso_bianco,2004  1020  2950  1020  2950  1904  2004  1904
20151127_130005,pane,1375  1684  1826  1684  1826  2154  1375  2154
20151127_130005,pizzoccheri,550   832  1420   832  1420  1637   550  1637
20151127_130005,patate/pure,1817  1207  2462  1207  2462  1845  1817  1845
20151127_130005,torta_salata_spinaci_e_ricotta,1982   806  2812   806  2812  1565  1982  1565
20151127_130141,insalata_mista,1853   487  2764   487  2764  1326  1853  1326
20151127_130141,pasta_zafferano_e_piselli,600   840  1615   840  1615  1920   600  1920
20151127_130206,mele,510  251  943  251  943  751  510  751
20151127_130206,pizzoccheri,696   659  1735   659  1735  1625   696  1625
20151127_130206,arrosto,2006  1192  2823  1192  2823  1893  2006  1893
20151127_130221,carote,143   258  1013   258  1013   913   143   913
20151127_130221,pasta_mare_e_monti,1332   521  2306   521  2306  1454  1332  1454
20151127_130221,arrosto,669  1304  1341  1304  1341  2236   669  2236
20151127_130327,pasta_mare_e_monti,1187   806  2062   806  2062  1676  1187  1676
20151127_130350,pane,888   502  1395   502  1395   984   888   984
20151127_130350,yogurt,1835   496  2268   496  2268   926  1835   926
20151127_130350,spinaci,270  1160  1153  1160  1153  2000   270  2000
20151127_130350,torta_salata_spinaci_e_ricotta,759  1104  1396  1104  1396  1839   759  1839
20151127_130350,pizzoccheri,1859  1137  2875  1137  2875  1976  1859  1976
20151127_130432,budino,232   515   757   515   757  1017   232  1017
20151127_130432,carote,442  1384  1276  1384  1276  2304   442  2304
20151127_130432,pasta_zafferano_e_piselli,1789   992  2773   992  2773  1964  1789  1964
20151127_130448,pane,1716   424  2170   424  2170   917  1716   917
20151127_130448,pane,2147   359  2730   359  2730   883  2147   883
20151127_130448,yogurt,2695   369  3213   369  3213   806  2695   806
20151127_130448,carote,500   732  1150   732  1150  1406   500  1406
20151127_130448,arrosto,580   873  1443   873  1443  1743   580  1743
20151127_130448,pasta_mare_e_monti,1819  1113  2654  1113  2654  1965  1819  1965
20151127_130511,pane,1349   410  1877   410  1877   951  1349   951
20151127_130511,budino,920   403  1370   403  1370   876   920   876
20151127_130511,insalata_mista,100   292   928   292   928  1146   100  1146
20151127_130511,arrosto,1965   651  2921   651  2921  1420  1965  1420
20151127_130511,pizzoccheri,753  1168  1684  1168  1684  2051   753  2051
20151127_130604,mele,701   926  1162   926  1162  1401   701  1401
20151127_130604,patate/pure,1090  1676  1642  1676  1642  2204  1090  2204
20151127_130604,torta_salata_spinaci_e_ricotta,1278  1184  2081  1184  2081  1992  1278  1992
20151127_130604,insalata_mista,996   251  1996   251  1996  1278   996  1278
20151127_130604,pizzoccheri,2126   603  3012   603  3012  1521  2126  1521
20151127_130620,pane,611   462  1064   462  1064   913   611   913
20151127_130620,yogurt,1037   504  1439   504  1439   912  1037   912
20151127_130620,pasta_mare_e_monti,678  1120  1460  1120  1460  1953   678  1953
20151127_130620,arrosto,1912   425  2751   425  2751  1071  1912  1071
20151127_130620,patate/pure,1873   842  2618   842  2618  1410  1873  1410
20151127_130638,pizza,1007   492  2346   492  2346  2264  1007  2264
20151127_130721,pizzoccheri,1362   884  2265   884  2265  1879  1362  1879
20151127_130733,mele,755   594  1159   594  1159   992   755   992
20151127_130733,budino,2414   495  2882   495  2882   921  2414   921
20151127_130733,pasta_mare_e_monti,1231   814  2164   814  2164  1696  1231  1696
20151127_130755,budino,613   434  1030   434  1030   850   613   850
20151127_130755,pizzoccheri,639   973  1454   973  1454  1823   639  1823
20151127_130755,carote,1839  1193  2676  1193  2676  1821  1839  1821
20151127_130755,torta_salata_spinaci_e_ricotta,1967   869  2741   869  2741  1560  1967  1560
20151127_130819,pizza,1330   428  2756   428  2756  1880  1330  1880
20151127_130844,mandarini,2717  1312  3011  1312  3011  1579  2717  1579
20151127_130844,mandarini,2431  1600  2720  1600  2720  1882  2431  1882
20151127_130844,pizzoccheri,579   887  1428   887  1428  1851   579  1851
20151127_130844,spinaci,1870   692  2617   692  2617  1259  1870  1259
20151127_130844,pesce_(filetto),1934   373  2695   373  2695   848  1934   848
20151127_130936,pizzoccheri,1230   813  2080   813  2080  1604  1230  1604
20151127_131034,pane,2006   624  2568   624  2568  1138  2006  1138
20151127_131034,pane,1560   492  2065   492  2065   967  1560   967
20151127_131034,pasta_mare_e_monti,1062   981  1901   981  1901  1914  1062  1914
20151127_131055,mandarini,2173   378  2692   378  2692   664  2173   664
20151127_131055,mandarini,2400   385  3196   385  3196   854  2400   854
20151127_131055,pizzoccheri,560   981  1589   981  1589  1779   560  1779
20151127_131055,arrosto,2084  1042  2779  1042  2779  1931  2084  1931
20151127_131055,spinaci,1850  1210  2345  1210  2345  1793  1850  1793
20151127_131055,carote,1921  1629  2551  1629  2551  2014  1921  2014
20151127_131106,pane,2450   643  2954   643  2954  1140  2450  1140
20151127_131106,pizzoccheri,568   575  1403   575  1403  1365   568  1365
20151127_131106,arrosto,1871   968  2345   968  2345  1831  1871  1831
20151127_131106,carote,1459   914  2115   914  2115  1887  1459  1887
20151127_131130,pane,1848   505  2346   505  2346   919  1848   919
20151127_131130,pane,1528   602  1946   602  1946  1013  1528  1013
20151127_131130,mele,2481   765  2854   765  2854  1187  2481  1187
20151127_131130,pasta_zafferano_e_piselli,1710  1120  2404  1120  2404  1865  1710  1865
20151127_131130,arrosto,629   862  1373   862  1373  1502   629  1502
20151127_131130,patate/pure,732  1325  1390  1325  1390  1776   732  1776
20151127_131150,pane,2278   601  2870   601  2870  1015  2278  1015
20151127_131150,pasta_zafferano_e_piselli,1860  1039  2629  1039  2629  1939  1860  1939
20151127_131150,arrosto,810   771  1393   771  1393  1589   810  1589
20151127_131150,patate/pure,584  1025  1093  1025  1093  1626   584  1626
20151127_131209,pizzoccheri,1465  1034  2421  1034  2421  1720  1465  1720
20151127_131259,pizza,1235   371  2485   371  2485  2178  1235  2178
20151127_131420,mandarini,2269   450  2556   450  2556   719  2269   719
20151127_131420,mandarini,2562   677  2857   677  2857   955  2562   955
20151127_131420,mandarini,2267   710  2570   710  2570   987  2267   987
20151127_131420,pizzoccheri,410   470  1475   470  1475  1201   410  1201
20151127_131420,arrosto,1736  1186  2386  1186  2386  1976  1736  1976
20151127_131420,patate/pure,1459  1340  1990  1340  1990  2041  1459  2041
20151127_131439,torta_salata_spinaci_e_ricotta,1532   584  2665   584  2665  1550  1532  1550
20151127_131439,carote,1392  1109  2168  1109  2168  1729  1392  1729
20151127_131450,pane,1546   415  2057   415  2057   841  1546   841
20151127_131450,mandarini,2652   503  2944   503  2944   770  2652   770
20151127_131450,mandarini,2112   668  2381   668  2381   921  2112   921
20151127_131450,pasta_zafferano_e_piselli,1925  1118  2815  1118  2815  1982  1925  1982
20151127_131450,patate/pure,587  1175  1175  1175  1175  1770   587  1770
20151127_131450,torta_salata_spinaci_e_ricotta,834   807  1690   807  1690  1748   834  1748
20151127_131553,pizzoccheri,693   809  1545   809  1545  1625   693  1625
20151127_131553,torta_salata_spinaci_e_ricotta,1906   932  2828   932  2828  1942  1906  1942
20151127_131553,patate/pure,1773  1362  2298  1362  2298  1992  1773  1992
20151127_131604,yogurt,523  312  935  312  935  715  523  715
20151127_131604,pizzoccheri,445   814  1520   814  1520  1704   445  1704
20151127_131604,rosbeef,2220   590  2976   590  2976  1628  2220  1628
20151127_131604,carote,1875   817  2587   817  2587  1671  1875  1671
20151127_131713,mandarini,1458   432  1721   432  1721   691  1458   691
